date,ticker,open,high,low,close,volume
2025-02-19,BMRI,5375.000,5400.000,5125.000,5175.000,204335500
2025-02-20,BMRI,5125.000,5225.000,5100.000,5150.000,98363500
2025-02-21,BMRI,5000.000,5100.000,5000.000,5075.000,152528600
2025-02-24,BMRI,5050.000,5075.000,4980.000,5025.000,127578500
2025-02-25,BMRI,5000.000,5025.000,4860.000,4870.000,224607800
2025-02-26,BMRI,4860.000,4980.000,4850.000,4920.000,161836900
2025-02-27,BMRI,4930.000,4950.000,4660.000,4660.000,334919800
2025-02-28,BMRI,4620.000,4690.000,4550.000,4600.000,464696700
2025-03-03,BMRI,4750.000,4980.000,4700.000,4900.000,257118300
2025-03-04,BMRI,4900.000,4920.000,4750.000,4840.000,144346500
2025-03-05,BMRI,4860.000,5050.000,4860.000,4860.000,252222800
2025-03-06,BMRI,4910.000,4980.000,4870.000,4870.000,194909200
2025-03-07,BMRI,4870.000,4870.000,4810.000,4840.000,117916600
2025-03-10,BMRI,4730.000,4760.000,4660.000,4710.000,231152200
2025-03-11,BMRI,4650.000,4780.000,4640.000,4740.000,150738100
2025-03-12,BMRI,4750.000,4880.000,4750.000,4880.000,129973900
2025-03-13,BMRI,4940.000,4940.000,4710.000,4740.000,176286000
2025-03-14,BMRI,4640.000,4800.000,4640.000,4740.000,154331400
2025-03-17,BMRI,4740.000,4770.000,4660.000,4680.000,135692800
2025-03-18,BMRI,4680.000,4690.000,4300.000,4530.000,387565100
2025-03-19,BMRI,4530.000,4700.000,4440.000,4680.000,273084900
2025-03-20,BMRI,4760.000,4770.000,4610.000,4620.000,138209700
2025-03-21,BMRI,4600.000,4610.000,4380.000,4410.000,374396400
2025-03-24,BMRI,4350.000,4530.000,4250.000,4460.000,319017400
2025-03-25,BMRI,4500.000,4810.000,4500.000,4740.000,313034100
2025-03-26,BMRI,4980.000,5175.000,4930.000,5150.000,582172700
2025-03-27,BMRI,5150.000,5250.000,5050.000,5200.000,301025300
2025-04-08,BMRI,4500.000,4830.000,4500.000,4670.000,738455000
2025-04-09,BMRI,4630.000,4790.000,4630.000,4710.000,316821100
2025-04-10,BMRI,5200.000,5225.000,4970.000,5025.000,559966600
2025-04-11,BMRI,5000.000,5175.000,4950.000,5100.000,384964600
2025-04-14,BMRI,4650.000,4750.000,4650.000,4750.000,423716000
2025-04-15,BMRI,4800.000,4820.000,4710.000,4710.000,231012700
2025-04-16,BMRI,4740.000,4750.000,4590.000,4630.000,201708000
2025-04-17,BMRI,4630.000,4660.000,4570.000,4600.000,165381400
2025-04-21,BMRI,4600.000,4640.000,4560.000,4610.000,83034600
2025-04-22,BMRI,4610.000,4720.000,4590.000,4720.000,126426200
2025-04-23,BMRI,4780.000,4900.000,4740.000,4900.000,273395600
2025-04-24,BMRI,4950.000,5025.000,4860.000,4890.000,282970000
2025-04-25,BMRI,4960.000,4960.000,4900.000,4900.000,134208400
2025-04-28,BMRI,4950.000,4980.000,4890.000,4920.000,90697900
2025-04-29,BMRI,4930.000,4950.000,4880.000,4940.000,108857600
2025-04-30,BMRI,4900.000,4920.000,4810.000,4890.000,278360600
2025-05-02,BMRI,4980.000,4980.000,4910.000,4960.000,146800800
2025-05-05,BMRI,4990.000,5100.000,4960.000,4980.000,154073100
2025-05-06,BMRI,5025.000,5050.000,4980.000,4980.000,120165500
2025-05-07,BMRI,5050.000,5050.000,4950.000,4950.000,100674600
2025-05-08,BMRI,4960.000,5025.000,4790.000,4790.000,205199700
2025-05-09,BMRI,4790.000,4830.000,4750.000,4770.000,164014200
2025-05-14,BMRI,4890.000,5050.000,4880.000,5050.000,342468200
2025-05-15,BMRI,5075.000,5400.000,5050.000,5325.000,300147300
2025-05-16,BMRI,5425.000,5475.000,5200.000,5475.000,229382100
2025-05-19,BMRI,5450.000,5575.000,5400.000,5525.000,191440600
2025-05-20,BMRI,5500.000,5550.000,5350.000,5400.000,145525700
2025-05-21,BMRI,5400.000,5550.000,5375.000,5450.000,167239400
2025-05-22,BMRI,5450.000,5500.000,5400.000,5450.000,137585600
2025-05-23,BMRI,5500.000,5500.000,5375.000,5425.000,89691600
2025-05-26,BMRI,5425.000,5475.000,5300.000,5475.000,102960800
2025-05-27,BMRI,5500.000,5500.000,5400.000,5400.000,86083800
2025-05-28,BMRI,5400.000,5425.000,5300.000,5300.000,190669100
2025-06-02,BMRI,5200.000,5250.000,5025.000,5075.000,373474500
2025-06-03,BMRI,5100.000,5125.000,4950.000,5050.000,169321800
2025-06-04,BMRI,5125.000,5125.000,4980.000,5025.000,139577800
2025-06-05,BMRI,5050.000,5075.000,5000.000,5075.000,69179700
2025-06-10,BMRI,5075.000,5250.000,5075.000,5250.000,158265000
2025-06-11,BMRI,5300.000,5300.000,5150.000,5200.000,90666100
2025-06-12,BMRI,5225.000,5225.000,5125.000,5175.000,72423700
2025-06-13,BMRI,5175.000,5250.000,5100.000,5150.000,128071000
2025-06-16,BMRI,5150.000,5200.000,5100.000,5150.000,61695600
2025-06-17,BMRI,5175.000,5225.000,5100.000,5100.000,70657700
2025-06-18,BMRI,5075.000,5100.000,5025.000,5075.000,53353000
2025-06-19,BMRI,5050.000,5050.000,4910.000,4970.000,114769600
2025-06-20,BMRI,4940.000,4990.000,4830.000,4930.000,301154300
2025-06-23,BMRI,4870.000,4930.000,4800.000,4920.000,119439200
2025-06-24,BMRI,5050.000,5125.000,5025.000,5025.000,126563900
2025-06-25,BMRI,5025.000,5050.000,4880.000,4880.000,139963400
2025-06-26,BMRI,4950.000,5025.000,4910.000,5025.000,94704500
2025-06-30,BMRI,5050.000,5050.000,4880.000,4880.000,220479900
2025-07-01,BMRI,4900.000,4910.000,4710.000,4750.000,319907500
2025-07-02,BMRI,4730.000,4770.000,4710.000,4770.000,159152200
2025-07-03,BMRI,4780.000,4850.000,4720.000,4740.000,103849000
2025-07-04,BMRI,4750.000,4790.000,4700.000,4740.000,104170500
2025-07-07,BMRI,4740.000,4750.000,4680.000,4740.000,120538300
2025-07-08,BMRI,4710.000,4750.000,4700.000,4720.000,132853800
2025-07-09,BMRI,4720.000,4760.000,4670.000,4710.000,110198500
2025-07-10,BMRI,4750.000,4830.000,4730.000,4820.000,160889700
2025-07-11,BMRI,4850.000,4990.000,4830.000,4970.000,219980300
2025-07-14,BMRI,4980.000,4990.000,4670.000,4690.000,429438700
2025-07-15,BMRI,4700.000,4740.000,4690.000,4700.000,206958200
2025-07-16,BMRI,4730.000,4760.000,4680.000,4690.000,323831100
2025-07-17,BMRI,4700.000,4720.000,4680.000,4720.000,120304000
2025-07-18,BMRI,4760.000,4810.000,4720.000,4740.000,161262400
2025-07-21,BMRI,4770.000,4770.000,4680.000,4680.000,103387400
2025-07-22,BMRI,4680.000,4710.000,4650.000,4660.000,132984400
2025-07-23,BMRI,4660.000,4690.000,4660.000,4680.000,115298400
2025-07-24,BMRI,4690.000,4840.000,4680.000,4800.000,273623100
2025-07-25,BMRI,4800.000,4800.000,4690.000,4690.000,88471700
2025-07-28,BMRI,4730.000,4750.000,4690.000,4700.000,112048900
2025-07-29,BMRI,4700.000,4720.000,4690.000,4710.000,74422700
2025-07-30,BMRI,4710.000,4720.000,4620.000,4620.000,141263400
2025-07-31,BMRI,4610.000,4640.000,4510.000,4510.000,155903600
2025-08-01,BMRI,4570.000,4610.000,4510.000,4530.000,157949900
2025-08-04,BMRI,4530.000,4630.000,4510.000,4620.000,174404800
2025-08-05,BMRI,4690.000,4780.000,4660.000,4750.000,277668300
2025-08-06,BMRI,4750.000,4750.000,4690.000,4700.000,79277900
2025-08-07,BMRI,4740.000,4740.000,4680.000,4680.000,61453100
2025-08-08,BMRI,4680.000,4700.000,4660.000,4670.000,71516700
2025-08-11,BMRI,4710.000,4780.000,4700.000,4720.000,105204200
2025-08-12,BMRI,4770.000,4920.000,4750.000,4910.000,301599000
2025-08-13,BMRI,4930.000,4970.000,4860.000,4870.000,180844900
2025-08-14,BMRI,4910.000,4930.000,4840.000,4850.000,109457100
2025-08-15,BMRI,4890.000,4930.000,4850.000,4850.000,126685400
2025-08-19,BMRI,4860.000,4870.000,4780.000,4800.000,116454000
2025-08-20,BMRI,4790.000,4950.000,4780.000,4950.000,144622900
2025-08-21,BMRI,4950.000,4950.000,4860.000,4900.000,132019200
2025-08-22,BMRI,4920.000,4920.000,4870.000,4890.000,73104500
2025-08-25,BMRI,4950.000,4980.000,4920.000,4950.000,149580800
2025-08-26,BMRI,4950.000,4950.000,4860.000,4900.000,308891700
2025-08-27,BMRI,4840.000,4880.000,4800.000,4800.000,113576300
2025-08-28,BMRI,4790.000,4850.000,4770.000,4770.000,111707400
2025-08-29,BMRI,4720.000,4750.000,4660.000,4730.000,176485100
2025-09-01,BMRI,4550.000,4670.000,4460.000,4600.000,320335300
2025-09-02,BMRI,4610.000,4670.000,4560.000,4570.000,150045600
2025-09-03,BMRI,4620.000,4660.000,4570.000,4620.000,131617900
2025-09-04,BMRI,4630.000,4680.000,4620.000,4680.000,88735300
2025-09-08,BMRI,4750.000,4750.000,4460.000,4490.000,200234500
2025-09-09,BMRI,4450.000,4480.000,4310.000,4310.000,509366600
2025-09-10,BMRI,4360.000,4420.000,4350.000,4400.000,294295600
2025-09-11,BMRI,4480.000,4540.000,4450.000,4480.000,366697800
2025-09-12,BMRI,4500.000,4550.000,4480.000,4520.000,216960200
2025-09-15,BMRI,4550.000,4640.000,4520.000,4530.000,231346000
2025-09-16,BMRI,4570.000,4570.000,4460.000,4480.000,122027400
2025-09-17,BMRI,4480.000,4520.000,4440.000,4510.000,232702500
2025-09-18,BMRI,4540.000,4550.000,4420.000,4420.000,177560100
2025-09-19,BMRI,4350.000,4420.000,4330.000,4380.000,235975900
2025-09-22,BMRI,4410.000,4420.000,4360.000,4420.000,107176100
2025-09-23,BMRI,4390.000,4430.000,4370.000,4410.000,90675500
2025-09-24,BMRI,4410.000,4430.000,4390.000,4390.000,85439100
2025-09-25,BMRI,4400.000,4410.000,4360.000,4360.000,73946900
2025-09-26,BMRI,4350.000,4430.000,4350.000,4420.000,86572900
2025-09-29,BMRI,4420.000,4430.000,4400.000,4400.000,63753600
2025-09-30,BMRI,4420.000,4450.000,4380.000,4400.000,108639600
2025-10-01,BMRI,4360.000,4400.000,4350.000,4380.000,92265100
2025-10-02,BMRI,4410.000,4440.000,4360.000,4360.000,93387400
2025-10-03,BMRI,4370.000,4380.000,4300.000,4310.000,102459100
